,Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
430,L13,Mat67-PD-SCP-02,Mut - DMSO,0.306948,0.080448,39.6005,39.252,7.99074,7.9095,1194.68,740.981,498.451,5338090.0,769.101,6.37981,7.64899,576.885,521.87,599960.0,285463.0,16809.3,6632.46,7204.09,10077.1,5564.28,1.47815,17481700.0,8147820.0,6811540.0,5512170.0,2976890.0,855.777,514.184,4761790.0,0.00566172,0.0051472,0.00558041,0.00516146,419.249,681.632,426.991,674.4,137066000.0,138774000.0,137182000.0,138845000.0,1.51243,1.62236,1.52285,1.62065,6.15453e-05,5.38153e-05,6.32906e-05,5.39351e-05,3.17744,3.24323,3.18754,3.24296,-0.339956,-0.308556,-0.333515,-0.308681,0.84844,0.827142,0.844095,0.827114,0.226381,0.196707,0.218959,0.196954,89.8984,90.9877,90.1319,90.9887,2.19016,2.19136,2.18711,2.19134,4746.31,4810.88,4756.81,4810.95,18376.7,18487.2,18403.1,18491.2,476.997,492.815,3120.71,2759.28,2833780.0,3529530.0,802.644,1321.57,-18.3685,2546.62,9.40211,-14.38,1187.38,1447.79,251.011,850.938,2001.57,-16.1459,8.26931,372.28,9836510.0,12444.0,484.347,524.973,529.748,3512.53,719.956,751.614,0.918728,0.907244,0.999117,0.483216,0.472615,19.0,516.0,1132.0,1040.0,1027.0,1131.0,547.0,535.0,0.313107,0.686893,2671.19
431,L14,Mat67-PD-SCP-02,WT - DMSO,0.295757,0.302233,38.5532,46.025,29.5152,34.8852,1285.54,684.386,388.683,3121870.0,670.109,4.32405,8.11435,500.695,539.503,539248.0,259501.0,14226.4,4287.82,4561.56,9468.65,4355.01,1.17484,15321800.0,5350710.0,4527940.0,4554420.0,1981530.0,667.787,394.308,2908220.0,0.00487258,0.00448737,0.00478702,0.00448088,397.316,640.985,409.059,642.192,100823000.0,102822000.0,100494000.0,102812000.0,1.48798,1.59054,1.50192,1.59076,6.67201e-05,5.92061e-05,6.78903e-05,5.92765e-05,3.11979,3.18026,3.1321,3.1808,-0.343242,-0.31422,-0.335002,-0.313915,0.84846,0.829617,0.843053,0.829381,0.233709,0.206297,0.224736,0.206287,85.0042,86.0868,85.2026,86.0862,2.15626,2.15819,2.15295,2.15824,4412.42,4474.66,4420.83,4474.61,17079.1,17191.3,17097.0,17190.4,396.643,395.419,808.669,809.808,855157.0,948569.0,661.554,886.289,-7.3752,1825.21,10.9221,-7.23615,852.948,1061.08,251.003,663.508,1441.86,-8.11613,7.48084,227.825,4242990.0,6201.71,553.639,663.926,336.637,3074.89,277.457,507.26,0.910397,0.892646,0.991547,0.406593,0.384615,11.0,698.0,1183.0,1077.0,1056.0,1173.0,481.0,455.0,0.371079,0.628921,2692.69
449,M12,Mat67-PD-SCP-02,Mut - PRO,0.254069,0.0722282,39.95,42.1707,7.25945,7.67726,954.066,683.219,496.733,4566060.0,702.752,6.5729,7.58689,475.907,447.221,695300.0,293377.0,16031.6,5788.89,6683.16,10192.1,5140.68,1.51735,23422200.0,10145000.0,8388100.0,6686030.0,3279760.0,752.003,493.199,3865810.0,0.00330504,0.00293452,0.00321169,0.00293251,480.522,766.705,495.656,761.286,175519000.0,177362000.0,175234000.0,177451000.0,1.57544,1.68666,1.59073,1.68548,5.45956e-05,4.69676e-05,5.55055e-05,4.70369e-05,3.29181,3.35867,3.30473,3.35824,-0.322056,-0.290236,-0.314225,-0.290418,0.841166,0.817414,0.835556,0.817655,0.196771,0.167698,0.188047,0.167955,97.7734,98.9412,97.9946,98.9414,2.23888,2.23867,2.23656,2.23881,5032.95,5100.8,5040.84,5100.84,19448.1,19559.0,19459.7,19561.9,468.228,471.284,2738.03,2124.32,3078140.0,4156340.0,717.502,1064.24,-12.9963,2227.45,10.5711,-9.93321,1005.17,1279.67,251.01,767.89,1756.79,-11.2202,8.30242,295.091,8667900.0,11874.3,430.398,563.393,516.072,3557.39,855.296,892.828,0.961184,0.953289,0.998684,0.431579,0.419737,31.0,584.0,1520.0,1461.0,1449.0,1518.0,656.0,638.0,0.277567,0.722433,2964.94
450,M13,Mat67-PD-SCP-02,Mut - DMSO,0.309754,0.0880951,39.0621,38.2875,8.62683,8.44499,1168.37,727.234,445.045,5282730.0,750.348,7.06727,8.3573,631.111,528.582,553484.0,235219.0,17943.2,6562.55,7264.14,10062.9,5687.64,1.59785,15736200.0,7155170.0,5702860.0,4478010.0,2451370.0,830.138,444.399,4721520.0,0.00579718,0.00526777,0.00569319,0.00522884,420.222,677.634,431.729,679.155,137063000.0,138566000.0,136489000.0,138608000.0,1.50993,1.61889,1.52336,1.61955,6.20219e-05,5.42241e-05,6.32013e-05,5.40894e-05,3.17044,3.23627,3.18228,3.23682,-0.336126,-0.304439,-0.3285,-0.30399,0.844126,0.821891,0.838825,0.821663,0.225697,0.195932,0.217198,0.195502,88.9921,90.0856,89.178,90.0842,2.18097,2.18215,2.17799,2.18236,4692.0,4757.23,4697.89,4757.15,18163.0,18279.4,18170.0,18278.2,454.453,457.634,2919.96,2511.98,2182910.0,2876170.0,818.395,1333.54,-19.0536,2534.08,8.05003,-15.0733,1210.72,1439.16,251.0,847.923,1990.16,-16.9268,5.88992,373.554,9440750.0,11942.3,493.011,564.079,372.974,3905.06,858.132,683.245,0.889452,0.881339,0.998986,0.451318,0.43712,16.0,627.0,986.0,877.0,869.0,985.0,445.0,431.0,0.388717,0.611283,2770.44
451,M14,Mat67-PD-SCP-02,WT - DMSO,0.281241,0.125693,42.5306,42.3743,13.4389,13.3821,1113.03,655.346,389.348,3142880.0,647.009,4.5678,11.7206,449.906,688.509,514242.0,234093.0,16031.9,4583.45,4795.76,11343.2,4966.13,1.48971,18324500.0,5745330.0,5179300.0,3856680.0,1613990.0,659.092,386.721,3273140.0,0.00428501,0.00390564,0.00418294,0.00389255,448.454,703.594,454.604,705.748,141841000.0,144579000.0,141235000.0,144546000.0,1.53806,1.63947,1.54998,1.6413,5.99803e-05,5.29841e-05,6.11873e-05,5.27759e-05,3.21185,3.27337,3.22402,3.27445,-0.331954,-0.302863,-0.32423,-0.302198,0.845438,0.825371,0.840138,0.824972,0.212187,0.18555,0.203864,0.184983,91.61,92.8081,91.8268,92.8078,2.19967,2.20093,2.19698,2.20117,4728.76,4798.69,4737.86,4798.66,18281.1,18418.3,18305.0,18417.1,406.609,407.141,1024.66,1002.92,1133300.0,1227540.0,636.928,816.528,-5.96683,1873.88,12.1842,-6.11985,857.681,1092.46,251.004,676.129,1484.88,-6.63177,9.19647,235.433,5772150.0,8870.44,497.889,598.899,399.362,3023.15,265.891,521.747,0.9525,0.941667,0.998333,0.283333,0.270833,27.0,487.0,1200.0,1143.0,1130.0,1198.0,340.0,325.0,0.288678,0.711322,3050.39
469,N12,Mat67-PD-SCP-02,Mut - PRO,0.325765,0.25787,55.2281,59.4342,35.847,38.4142,977.731,675.563,443.715,4321860.0,699.661,6.6705,7.54475,497.047,450.739,690896.0,292079.0,16592.6,5715.92,6397.41,10137.1,4781.04,1.47157,23063700.0,9666490.0,7876540.0,6568840.0,3078990.0,743.668,445.084,3555510.0,0.00326957,0.00290293,0.00318403,0.00290857,475.848,753.577,480.184,747.95,154378000.0,156268000.0,154113000.0,156316000.0,1.56876,1.6786,1.58043,1.67669,5.55809e-05,4.79028e-05,5.6758e-05,4.79992e-05,3.27486,3.34132,3.28687,3.34077,-0.324009,-0.29231,-0.316651,-0.292586,0.842333,0.819147,0.837177,0.819376,0.199632,0.17061,0.191636,0.171197,94.1613,95.3087,94.3863,95.3093,2.23137,2.23132,2.22902,2.23133,4783.81,4849.65,4791.84,4849.65,18472.6,18580.6,18491.0,18583.4,420.803,423.011,2415.31,1933.81,2664790.0,3649530.0,709.66,1066.38,-13.3513,2130.28,10.5705,-10.0454,987.905,1225.8,251.0,742.784,1679.76,-11.4046,9.00001,292.031,6710650.0,9491.82,435.725,532.233,386.685,3699.19,842.602,781.133,0.919312,0.911376,0.999339,0.428571,0.425926,35.0,614.0,1512.0,1390.0,1378.0,1511.0,648.0,644.0,0.288805,0.711195,2750.48
470,N13,Mat67-PD-SCP-02,Mut - DMSO,0.346415,0.298283,48.4674,47.5691,36.2227,35.5436,1152.25,707.082,416.137,5112470.0,738.688,5.79082,8.13859,486.51,472.904,455860.0,221792.0,16444.9,6344.11,7230.38,9303.44,5252.64,1.67531,15408900.0,7309920.0,5912720.0,4363320.0,2431970.0,817.088,424.261,4291870.0,0.00402289,0.00361508,0.00392524,0.00360858,432.964,696.967,444.246,696.261,179303000.0,181437000.0,178993000.0,181456000.0,1.53855,1.64877,1.55063,1.64877,5.86475e-05,5.07436e-05,5.98729e-05,5.08046e-05,3.24199,3.30862,3.25398,3.30907,-0.334195,-0.302384,-0.327043,-0.302181,0.848539,0.82663,0.843652,0.826356,0.211251,0.18174,0.203363,0.181632,94.1102,95.2071,94.3579,95.2064,2.22337,2.22396,2.22117,2.22406,4926.53,4990.3,4936.98,4990.23,19064.5,19170.4,19088.2,19170.5,448.941,457.579,3403.5,2763.78,2575840.0,3440940.0,763.929,1218.21,-15.9213,2449.71,9.27074,-12.3746,1129.56,1401.76,251.0,825.642,1932.2,-13.6301,5.56635,349.821,10909900.0,14411.8,459.328,538.619,364.558,3268.79,806.468,488.39,0.926805,0.92186,1.0,0.463897,0.457962,26.0,497.0,1011.0,937.0,932.0,1011.0,469.0,463.0,0.329576,0.670424,2748.7
471,N14,Mat67-PD-SCP-02,WT - DMSO,0.315885,0.304374,49.2981,51.666,37.6208,39.3587,1234.92,700.73,402.249,3462910.0,696.222,4.0668,10.6623,430.822,598.905,419190.0,226985.0,15278.8,4721.78,4941.87,10377.5,4704.73,1.27032,14866300.0,4996230.0,4556520.0,3933060.0,1764280.0,706.958,410.268,3326050.0,0.00398618,0.00361085,0.00388919,0.0036128,454.688,727.872,461.26,715.822,143402000.0,146267000.0,142970000.0,146342000.0,1.53831,1.645,1.55087,1.64239,5.99524e-05,5.24299e-05,6.10569e-05,5.26812e-05,3.21129,3.2752,3.22381,3.27458,-0.339878,-0.310037,-0.332091,-0.310359,0.852082,0.832421,0.847029,0.832672,0.216887,0.189056,0.208426,0.189237,93.8235,95.0566,94.0518,95.0551,2.20896,2.21092,2.20646,2.21078,4971.91,5044.87,4981.47,5044.8,19240.6,19379.8,19265.1,19385.5,444.381,440.425,1148.76,1111.35,1072460.0,1161400.0,678.168,937.475,-9.3134,1982.23,10.9495,-8.04964,901.974,1149.53,251.003,704.368,1568.02,-8.82246,8.2986,246.644,5870820.0,8274.41,523.695,677.075,348.284,2794.36,251.869,510.346,0.958621,0.950739,0.996059,0.373399,0.369458,18.0,443.0,1015.0,973.0,965.0,1011.0,379.0,375.0,0.303841,0.696159,2992.16
489,C12,Mat67-PD-SCP-03,Mut - PRO,0.313672,0.252273,51.3733,49.2575,32.5898,31.1746,1016.1,695.827,456.414,5018010.0,706.623,6.48537,10.5689,528.779,548.006,704862.0,469093.0,17745.8,6559.53,7211.57,11425.1,5750.97,1.05078,23655100.0,10276500.0,8658580.0,9779860.0,4853820.0,754.034,481.727,4336420.0,0.00376336,0.00336249,0.00366197,0.00336416,446.768,724.792,469.614,724.775,178533000.0,180979000.0,178303000.0,180975000.0,1.55563,1.66792,1.57308,1.66719,5.65187e-05,4.86194e-05,5.72288e-05,4.87215e-05,3.27532,3.34247,3.29011,3.34257,-0.334038,-0.302478,-0.32554,-0.302439,0.849986,0.828287,0.844262,0.8282,0.204079,0.174725,0.194982,0.174965,98.1204,99.3421,98.3974,99.3432,2.24276,2.2433,2.24054,2.24317,5180.19,5253.17,5192.7,5253.25,20052.2,20186.9,20077.7,20187.3,445.291,450.086,2931.19,2543.35,3357220.0,4176940.0,712.406,1110.64,-14.6597,2198.7,10.2099,-10.7791,1033.44,1264.98,251.013,760.409,1735.2,-12.0259,8.37809,310.994,7779470.0,10718.6,432.564,512.626,409.533,3893.73,782.689,946.162,0.935439,0.926316,1.0,0.600702,0.592281,32.0,647.0,1425.0,1333.0,1320.0,1425.0,856.0,844.0,0.312259,0.687741,2882.09
490,C13,Mat67-PD-SCP-03,Mut - DMSO,0.315365,0.300037,38.2576,46.8797,29.0288,35.1755,1047.57,731.463,416.222,5113150.0,753.91,4.82263,8.31475,462.926,465.044,454130.0,283677.0,15793.4,6494.84,6990.3,9645.18,5430.24,1.26058,15493300.0,7416710.0,6319480.0,5883560.0,3269010.0,830.513,432.403,4509890.0,0.00413957,0.00372576,0.00403019,0.00370649,423.776,687.108,442.921,700.552,193423000.0,196482000.0,193317000.0,196389000.0,1.53705,1.64664,1.55339,1.65228,5.86458e-05,5.10124e-05,5.95652e-05,5.05325e-05,3.25024,3.31568,3.26397,3.31907,-0.341461,-0.31073,-0.333409,-0.30902,0.854642,0.834267,0.849392,0.833212,0.212152,0.183157,0.203151,0.181651,97.4719,98.6802,97.7349,98.679,2.23703,2.23782,2.23433,2.23812,5303.29,5378.88,5315.26,5378.78,20559.1,20712.7,20585.5,20705.4,479.062,497.265,3009.86,2733.44,2659630.0,3193460.0,766.398,1254.02,-15.6922,2419.94,10.1241,-12.9497,1130.68,1381.8,251.192,818.233,1905.22,-14.3369,9.33789,349.987,9339820.0,11928.9,460.949,519.362,367.005,3139.07,658.178,631.951,0.924599,0.917059,1.0,0.574929,0.567389,22.0,470.0,1061.0,981.0,973.0,1061.0,610.0,602.0,0.306989,0.693011,2798.79
491,C14,Mat67-PD-SCP-03,WT - DMSO,0.210235,0.0516797,31.6857,37.4793,4.172,4.84038,1125.7,700.01,437.656,3595190.0,698.422,4.37796,10.4176,461.894,543.602,448499.0,283760.0,15923.7,4965.47,5135.91,10311.4,4943.97,0.97708,15461900.0,5259170.0,4776790.0,5382540.0,2462100.0,729.7,460.724,3607610.0,0.00353086,0.00319966,0.00344618,0.00319711,434.398,693.43,445.721,695.336,163657000.0,166677000.0,162517000.0,166615000.0,1.54299,1.64836,1.55618,1.64944,5.90248e-05,5.16767e-05,6.01675e-05,5.14969e-05,3.24597,3.30859,3.25805,3.30999,-0.340365,-0.311233,-0.332728,-0.310553,0.854719,0.835715,0.849734,0.835259,0.20973,0.182392,0.201459,0.182109,96.9591,98.2265,97.1849,98.2268,2.23146,2.23264,2.22838,2.23264,5184.36,5260.54,5193.95,5260.57,20082.3,20240.6,20103.9,20239.7,465.378,470.472,1283.76,1270.87,1222570.0,1314570.0,674.779,958.581,-9.33181,1912.36,10.6843,-8.48366,894.146,1109.5,251.003,686.276,1511.29,-9.20884,7.54363,240.051,5584870.0,8004.24,490.552,641.989,454.279,3051.33,270.185,534.013,0.944553,0.935798,0.996109,0.507782,0.484436,16.0,417.0,1028.0,971.0,962.0,1024.0,522.0,498.0,0.288581,0.711419,3039.9
509,D12,Mat67-PD-SCP-03,Mut - PRO,0.342363,0.198623,42.4106,48.8932,21.2851,24.3361,951.123,694.653,446.463,4911060.0,722.982,7.12094,8.25473,516.315,445.83,747108.0,353543.0,16405.1,6097.75,7069.8,10212.3,5398.54,1.32869,23738100.0,10760200.0,8774660.0,8098370.0,4194670.0,784.077,454.451,4232870.0,0.00345079,0.00306146,0.00334974,0.00305426,476.643,762.121,491.284,765.726,190349000.0,192284000.0,189989000.0,192240000.0,1.56868,1.68001,1.58378,1.68222,5.52713e-05,4.75828e-05,5.61952e-05,4.73373e-05,3.29249,3.35948,3.30609,3.36121,-0.329801,-0.298187,-0.321837,-0.297307,0.847461,0.824933,0.841887,0.824383,0.200957,0.171648,0.19214,0.170932,99.7341,100.95,99.9843,100.951,2.24881,2.24876,2.24656,2.24885,5259.55,5332.37,5269.96,5332.4,20345.9,20477.0,20367.8,20475.3,455.615,465.948,3114.68,2419.66,3481890.0,4740540.0,740.887,1161.49,-15.8164,2314.48,10.4779,-11.521,1064.93,1325.43,251.278,790.941,1823.58,-12.8898,9.28244,322.452,8967240.0,11796.6,424.102,521.378,418.867,3681.23,896.835,899.121,0.950098,0.944846,0.999343,0.520683,0.510177,40.0,585.0,1523.0,1447.0,1439.0,1522.0,793.0,777.0,0.277514,0.722486,2859.74
510,D13,Mat67-PD-SCP-03,Mut - DMSO,0.371985,0.101435,39.136,23.7827,9.94852,6.33972,1050.26,706.355,451.697,5106330.0,726.906,5.12,8.60817,466.282,498.126,571196.0,329261.0,15825.0,6484.38,7229.13,9938.43,5702.05,1.44708,19385700.0,9506310.0,7885000.0,6569310.0,3683520.0,809.12,466.536,4613640.0,0.00530406,0.00480882,0.00520211,0.00481067,412.796,668.037,428.949,677.283,152116000.0,154300000.0,151818000.0,154292000.0,1.52039,1.62919,1.53468,1.63273,6.03586e-05,5.26664e-05,6.14788e-05,5.22677e-05,3.20399,3.26978,3.2167,3.27181,-0.339176,-0.307998,-0.331381,-0.306928,0.849498,0.828319,0.844285,0.827517,0.219819,0.190363,0.211391,0.189699,93.2161,94.3748,93.4354,94.3752,2.20457,2.20564,2.20169,2.20584,4975.63,5045.77,4984.89,5045.79,19279.5,19414.7,19296.0,19410.2,426.61,437.327,3029.03,2624.18,3191000.0,3983180.0,778.099,1307.31,-17.8387,2440.98,9.46893,-14.4945,1146.26,1394.81,251.002,823.421,1923.2,-16.1869,8.17143,353.79,9965220.0,13459.0,463.851,508.506,381.853,3393.96,821.507,724.658,0.929439,0.92261,0.997724,0.501517,0.490137,22.0,710.0,1318.0,1225.0,1216.0,1315.0,661.0,646.0,0.350099,0.649901,2764.04
511,D14,Mat67-PD-SCP-03,WT - DMSO,0.344751,0.0597742,44.2163,42.6504,6.71276,6.46407,1153.26,682.572,510.902,3283360.0,679.226,4.5421,9.3614,449.428,525.682,475045.0,256007.0,15494.3,4654.22,4810.27,9456.8,4569.56,1.15101,16377500.0,5300920.0,4877620.0,4605460.0,2115700.0,693.908,450.367,3170850.0,0.0041449,0.00377101,0.00406986,0.00376935,428.609,686.368,441.28,690.517,147361000.0,150534000.0,147201000.0,150510000.0,1.52282,1.62778,1.53503,1.62892,6.16164e-05,5.41876e-05,6.30162e-05,5.41294e-05,3.19543,3.25859,3.20706,3.25887,-0.342318,-0.312627,-0.334658,-0.312505,0.852829,0.83352,0.847817,0.833471,0.220982,0.193315,0.212945,0.193127,92.4959,93.7121,92.6676,93.7123,2.20277,2.2044,2.19937,2.20448,4915.6,4988.21,4921.97,4988.24,19034.3,19180.3,19043.8,19178.3,416.887,416.418,1086.22,1071.96,1123410.0,1197010.0,663.924,930.158,-10.4381,1930.03,11.3613,-7.90835,883.652,1121.03,251.0,690.694,1526.91,-8.71867,9.00571,238.814,5381010.0,7725.21,499.531,610.162,457.856,3002.1,273.993,439.17,0.957428,0.949275,0.998188,0.441123,0.419384,16.0,425.0,1104.0,1057.0,1048.0,1102.0,487.0,463.0,0.277959,0.722041,2929.3
529,E12,Mat67-PD-SCP-03,Mut - PRO,0.345669,0.083567,41.8313,38.7436,8.76939,8.07093,950.069,672.313,411.901,4775790.0,687.64,6.37099,9.53415,499.476,511.173,654314.0,291880.0,16820.6,6491.27,7103.52,10166.6,5814.93,1.74984,22035000.0,10158000.0,8458130.0,5805130.0,3267990.0,719.026,408.327,4181090.0,0.00320677,0.00286357,0.00311135,0.00284996,445.631,710.264,457.785,716.237,165280000.0,167249000.0,165139000.0,167251000.0,1.55751,1.66569,1.57068,1.66718,5.66957e-05,4.90672e-05,5.77916e-05,4.89602e-05,3.27759,3.34303,3.29035,3.34436,-0.326007,-0.294735,-0.318479,-0.294027,0.844179,0.821624,0.838953,0.821156,0.19938,0.170814,0.190924,0.170272,94.6441,95.7519,94.906,95.7518,2.23543,2.23522,2.2333,2.23539,4827.95,4891.15,4838.13,4891.18,18660.8,18763.9,18682.6,18761.0,424.204,437.693,2901.87,2566.9,3344680.0,4149680.0,691.348,1048.83,-13.489,2124.56,9.82472,-9.91314,975.95,1223.07,251.0,741.261,1675.62,-11.0231,7.22473,291.403,9692270.0,13476.7,434.913,507.212,337.495,3684.58,845.148,620.858,0.915444,0.910552,0.999301,0.399022,0.392732,41.0,678.0,1431.0,1310.0,1303.0,1430.0,571.0,562.0,0.321479,0.678521,2817.96
530,E13,Mat67-PD-SCP-03,Mut - DMSO,0.311811,0.284971,45.4182,46.0393,32.3141,32.8072,1186.29,753.1,404.5,5384460.0,779.28,4.51509,8.84517,458.235,485.432,470607.0,266502.0,15571.6,6656.79,7149.73,9541.04,5630.44,1.53559,15992000.0,8043440.0,6769950.0,5238030.0,3029180.0,841.433,407.617,4737640.0,0.00482899,0.00436688,0.00474311,0.00436194,417.094,685.395,433.706,680.425,175036000.0,177601000.0,175127000.0,177727000.0,1.52312,1.63515,1.53626,1.63354,5.96134e-05,5.16771e-05,6.09141e-05,5.1901e-05,3.22057,3.28758,3.23268,3.28708,-0.342906,-0.311204,-0.335748,-0.311402,0.853395,0.832374,0.848632,0.832486,0.220481,0.19061,0.212551,0.191093,95.126,96.2503,95.3791,96.2493,2.22023,2.22153,2.21784,2.22161,5093.07,5159.9,5103.68,5159.84,19735.2,19850.7,19756.5,19852.9,516.876,541.463,3080.56,2817.16,2865050.0,3465630.0,790.214,1260.65,-16.8731,2561.45,9.8557,-12.5889,1175.88,1459.76,251.024,854.721,2017.02,-14.098,6.85902,369.09,10511100.0,12950.9,485.902,569.76,373.604,2896.25,612.956,506.8,0.909655,0.900797,0.996457,0.486271,0.476528,21.0,545.0,1129.0,1027.0,1017.0,1125.0,549.0,538.0,0.325568,0.674432,2816.18
